Gene Id	FC	GO	GO term	Category	Gene Name	Product
50911	-2,086,299,856	ID:GO:0043226	cellular component	organelle	Exosc9	exosome component 9
50776	-2,598,628,583	ID:GO:0043226	cellular component	organelle	Polg2	polymerase (DNA directed), gamma 2, accessory subunit
58222	-3,151,300,527	ID:GO:0043226	cellular component	organelle	Rab37	RAB37, member of RAS oncogene family
217830	-195,734,749	ID:GO:0043226	cellular component	organelle	9030617O03Rik	RIKEN cDNA 9030617O03 gene
17977	-0.831389853	ID:GO:0043226	cellular component	organelle	Ncoa1	nuclear receptor coactivator 1
22295	-0.629855255	ID:GO:0043226	cellular component	organelle	Cdh23	cadherin 23 (otocadherin)
329650	-2,040,645,338	ID:GO:0043226	cellular component	organelle	Med12l	mediator of RNA polymerase II transcription, subunit 12 homolog (yeast)-like
14058	-5,347,263,647	ID:GO:0043226	cellular component	organelle	F10	coagulation factor X
19267	-1,909,516,816	ID:GO:0043226	cellular component	organelle	Ptpre	protein tyrosine phosphatase, receptor type, E
234404	-3,107,734,023	ID:GO:0043226	cellular component	organelle	Nxnl1	nucleoredoxin-like 1
110877	-106,020,909	ID:GO:0043226	cellular component	organelle	Slc18a1	solute carrier family 18 (vesicular monoamine), member 1
21745	-1,394,832,537	ID:GO:0043226	cellular component	organelle	Tep1	telomerase associated protein 1
26938	-3,161,064,813	ID:GO:0043226	cellular component	organelle	St6galnac5	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5
229898	-2,183,705,812	ID:GO:0043226	cellular component	organelle	Gbp5	guanylate binding protein 5
13057	-2,126,530,551	ID:GO:0043226	cellular component	organelle	Cyba	cytochrome b-245, alpha polypeptide
18968	-0.871308665	ID:GO:0043226	cellular component	organelle	Pola1	polymerase (DNA directed), alpha 1
70625	-0.563268187	ID:GO:0043226	cellular component	organelle	Med26	mediator complex subunit 26
19156	-252,092,146	ID:GO:0043226	cellular component	organelle	Psap	prosaposin
70059	-1,075,280,865	ID:GO:0043226	cellular component	organelle	Degs2	degenerative spermatocyte homolog 2 (Drosophila), lipid desaturase
20846	-3,616,517,729	ID:GO:0043226	cellular component	organelle	Stat1	signal transducer and activator of transcription 1
234155	-0.655440988	ID:GO:0043226	cellular component	organelle	Mboat4	membrane bound O-acyltransferase domain containing 4
11744	-5,424,446,375	ID:GO:0043226	cellular component	organelle	Anxa11	annexin A11
20964	-416,652,672	ID:GO:0043226	cellular component	organelle	Syn1	synapsin I
14998	-3,408,702,404	ID:GO:0043226	cellular component	organelle	H2-DMa	histocompatibility 2, class II, locus DMa
270163	-1,501,107,828	ID:GO:0043226	cellular component	organelle	Myo9a	myosin IXa
101706	-2,547,934,415	ID:GO:0043226	cellular component	organelle	Numa1	nuclear mitotic apparatus protein 1
13039	-1,714,981,311	ID:GO:0043226	cellular component	organelle	Ctsl	cathepsin L
109032	-3,073,923,615	ID:GO:0043226	cellular component	organelle	Sp110	Sp110 nuclear body protein
74281	-1,599,534,867	ID:GO:0043226	cellular component	organelle	Spatc1	spermatogenesis and centriole associated 1
14468	-2,488,940,631	ID:GO:0043226	cellular component	organelle	Gbp1	guanylate binding protein 1
208624	-235,246,123	ID:GO:0043226	cellular component	organelle	Alg3	asparagine-linked glycosylation 3 (alpha-1,3-mannosyltransferase)
106628	-0.451533928	ID:GO:0043226	cellular component	organelle	Trip10	thyroid hormone receptor interactor 10
50917	-0.856539613	ID:GO:0043226	cellular component	organelle	Galns	galactosamine (N-acetyl)-6-sulfate sulfatase
20715	-4,877,555,382	ID:GO:0043226	cellular component	organelle	Serpina3g	serine (or cysteine) peptidase inhibitor, clade A, member 3G
268465	-0.836263986	ID:GO:0043226	cellular component	organelle	Eme1	essential meiotic endonuclease 1 homolog 1 (S. pombe)
16151	-1,118,701,758	ID:GO:0043226	cellular component	organelle	Ikbkg	inhibitor of kappaB kinase gamma
17121	-0.739327438	ID:GO:0043226	cellular component	organelle	Mxd3	Max dimerization protein 3
13032	-2,416,431,073	ID:GO:0043226	cellular component	organelle	Ctsc	cathepsin C
207854	-2,766,015,336	ID:GO:0043226	cellular component	organelle	Fmr1nb	fragile X mental retardation 1 neighbor
18975	-165,567,466	ID:GO:0043226	cellular component	organelle	Polg	polymerase (DNA directed), gamma
56012	-0.954387674	ID:GO:0043226	cellular component	organelle	Pgam2	phosphoglycerate mutase 2
21406	-0.882199271	ID:GO:0043226	cellular component	organelle	Tcf12	transcription factor 12
226153	-0.461720456	ID:GO:0043226	cellular component	organelle	Peo1	progressive external ophthalmoplegia 1 (human)
18701	-0.77859174	ID:GO:0043226	cellular component	organelle	Pigf	phosphatidylinositol glycan anchor biosynthesis, class F
14469	-311,559,417	ID:GO:0043226	cellular component	organelle	Gbp2	guanylate binding protein 2
55932	-3,136,039,291	ID:GO:0043226	cellular component	organelle	Gbp3	guanylate binding protein 3
19367	-0.482433019	ID:GO:0043226	cellular component	organelle	Rad9	RAD9 homolog (S. pombe)
353211	-2,071,168,981	ID:GO:0043226	cellular component	organelle	Prune2	prune homolog 2 (Drosophila)
12399	-3,157,436,079	ID:GO:0043226	cellular component	organelle	Runx3	runt related transcription factor 3
208263	-1,136,517,918	ID:GO:0043226	cellular component	organelle	Tor1aip1	torsin A interacting protein 1
224020	-0.880621811	ID:GO:0043226	cellular component	organelle	Pi4ka	phosphatidylinositol 4-kinase, catalytic, alpha polypeptide
23880	-3,329,677,062	ID:GO:0043226	cellular component	organelle	Fyb	FYN binding protein
15163	-296,743,432	ID:GO:0043226	cellular component	organelle	Hcls1	hematopoietic cell specific Lyn substrate 1
68703	-0.498380197	ID:GO:0043226	cellular component	organelle	Rere	arginine glutamic acid dipeptide (RE) repeats
16912	-2,190,403,138	ID:GO:0043226	cellular component	organelle	Psmb9	proteasome (prosome, macropain) subunit, beta type 9 (large multifunctional peptidase 2)
67049	-0.792099418	ID:GO:0043226	cellular component	organelle	Pus3	pseudouridine synthase 3
27061	-0.801184737	ID:GO:0043226	cellular component	organelle	Bcap31	B cell receptor associated protein 31
15958	-1,820,726,496	ID:GO:0043226	cellular component	organelle	Ifit2	interferon-induced protein with tetratricopeptide repeats 2
14660	-1,392,216,045	ID:GO:0043226	cellular component	organelle	Gls	glutaminase
56463	-1,409,067,888	ID:GO:0043226	cellular component	organelle	Snd1	staphylococcal nuclease and tudor domain containing 1
76916	-2,873,623,569	ID:GO:0043226	cellular component	organelle	Timmdc1	translocase of inner mitochondrial membrane domain containing 1
544817	-0.988623848	ID:GO:0043226	cellular component	organelle	Arhgap27	Rho GTPase activating protein 27
209707	-2,004,027,824	ID:GO:0043226	cellular component	organelle	Lcorl	ligand dependent nuclear receptor corepressor-like
28113	-0.644271013	ID:GO:0043226	cellular component	organelle	Tinf2	Terf1 (TRF1)-interacting nuclear factor 2
382252	-0.895090482	ID:GO:0043226	cellular component	organelle	A830080D01Rik	RIKEN cDNA A830080D01 gene
237625	-2,747,348,273	ID:GO:0043226	cellular component	organelle	Pla2g3	phospholipase A2, group III
14087	-0.966889988	ID:GO:0043226	cellular component	organelle	Fanca	Fanconi anemia, complementation group A
106585	-1,006,787,449	ID:GO:0043226	cellular component	organelle	Ankrd12	ankyrin repeat domain 12
15450	-0.552116241	ID:GO:0043226	cellular component	organelle	Lipc	lipase, hepatic
27632	-3,728,870,942	ID:GO:0043226	cellular component	organelle	Rdbp	RD RNA-binding protein
60440	-5,253,773,488	ID:GO:0043226	cellular component	organelle	Iigp1	interferon inducible GTPase 1
21354	-3,999,426,366	ID:GO:0043226	cellular component	organelle	Tap1	transporter 1, ATP-binding cassette, sub-family B (MDR/TAP)
56310	-0.649304793	ID:GO:0043226	cellular component	organelle	Gps2	G protein pathway suppressor 2
74691	-2,085,718,475	ID:GO:0043226	cellular component	organelle	Tdrd9	tudor domain containing 9
240832	-0.624316219	ID:GO:0043226	cellular component	organelle	Tor1aip2	torsin A interacting protein 2
16409	-5,617,443,944	ID:GO:0043226	cellular component	organelle	Itgam	integrin alpha M
17281	-4,279,117,753	ID:GO:0043226	cellular component	organelle	Fyco1	FYVE and coiled-coil domain containing 1
110312	-264,600,914	ID:GO:0043226	cellular component	organelle	Pmch	pro-melanin-concentrating hormone
19645	-0.625310617	ID:GO:0043226	cellular component	organelle	Rb1	retinoblastoma 1
14961	-372,305,297	ID:GO:0043226	cellular component	organelle	H2-Ab1	histocompatibility 2, class II antigen A, beta 1
18015	-0.74619692	ID:GO:0043226	cellular component	organelle	Nf1	neurofibromatosis 1
17420	-0.745044399	ID:GO:0043226	cellular component	organelle	Mnat1	menage a trois 1
68038	-0.979446783	ID:GO:0043226	cellular component	organelle	Chid1	chitinase domain containing 1
230734	-1,464,737,059	ID:GO:0043226	cellular component	organelle	Yrdc	yrdC domain containing (E.coli)
69694	-0.655954325	ID:GO:0043226	cellular component	organelle	Tatdn1	TatD DNase domain containing 1
574428	-289,843,243	ID:GO:0043226	cellular component	organelle	Zmynd15	zinc finger, MYND-type containing 15
21376	-1,166,761,739	ID:GO:0043226	cellular component	organelle	Tbrg1	transforming growth factor beta regulated gene 1
66797	-1,344,768,099	ID:GO:0043226	cellular component	organelle	Cntnap2	contactin associated protein-like 2
70772	-1,982,667,793	ID:GO:0043226	cellular component	organelle	Ggnbp1	gametogenetin binding protein 1
192156	-3,018,598,011	ID:GO:0043226	cellular component	organelle	Mvd	mevalonate (diphospho) decarboxylase
229900	-2,373,632,204	ID:GO:0043226	cellular component	organelle	Gbp7	guanylate binding protein 7
109154	-1,481,505,012	ID:GO:0043226	cellular component	organelle	Mlec	malectin
12014	-3,293,731,805	ID:GO:0043226	cellular component	organelle	Bach2	BTB and CNC homology 2
236573	-2,240,651,301	ID:GO:0043226	cellular component	organelle	Gbp9	guanylate-binding protein 9
24061	-1,230,672,256	ID:GO:0043226	cellular component	organelle	Smc1a	structural maintenance of chromosomes 1A
13858	-0.881377287	ID:GO:0043226	cellular component	organelle	Eps15	epidermal growth factor receptor pathway substrate 15
69253	-0.847539208	ID:GO:0043226	cellular component	organelle	Hspb2	heat shock protein 2
231637	-2,622,135,492	ID:GO:0043226	cellular component	organelle	Ssh1	slingshot homolog 1 (Drosophila)
235435	-1,400,669,923	ID:GO:0043226	cellular component	organelle	Lctl	lactase-like
80285	-2,630,177,389	ID:GO:0043226	cellular component	organelle	Parp9	poly (ADP-ribose) polymerase family, member 9
18703	-1,863,808,424	ID:GO:0043226	cellular component	organelle	Pigr	polymeric immunoglobulin receptor
66884	-0.991915594	ID:GO:0043226	cellular component	organelle	Appbp2	amyloid beta precursor protein (cytoplasmic tail) binding protein 2
16149	-2,142,415,232	ID:GO:0043226	cellular component	organelle	Cd74	CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)
17105	-1,597,453,869	ID:GO:0043226	cellular component	organelle	Lyz2	lysozyme 2
12361	-0.74971326	ID:GO:0043226	cellular component	organelle	Cask	calcium/calmodulin-dependent serine protein kinase (MAGUK family)
14375	-0.664844944	ID:GO:0043226	cellular component	organelle	Xrcc6	X-ray repair complementing defective repair in Chinese hamster cells 6
14960	-2,633,476,063	ID:GO:0043226	cellular component	organelle	H2-Aa	histocompatibility 2, class II antigen A, alpha
66576	-0.774017011	ID:GO:0043226	cellular component	organelle	Uqcrh	ubiquinol-cytochrome c reductase hinge protein
14804	-1,126,160,128	ID:GO:0043226	cellular component	organelle	Grid2	glutamate receptor, ionotropic, delta 2
320806	-1,699,992,936	ID:GO:0043226	cellular component	organelle	Gfm2	G elongation factor, mitochondrial 2
66213	-4,430,588,686	ID:GO:0043226	cellular component	organelle	Med7	mediator complex subunit 7
231474	-1,009,943,374	ID:GO:0043226	cellular component	organelle	Paqr3	progestin and adipoQ receptor family member III
67116	-0.949469642	ID:GO:0043226	cellular component	organelle	Cuedc2	CUE domain containing 2
59027	-3,065,632,816	ID:GO:0043226	cellular component	organelle	Nampt	nicotinamide phosphoribosyltransferase
21819	-1,952,767,713	ID:GO:0043226	cellular component	organelle	Tg	thyroglobulin
17118	-1,072,961,834	ID:GO:0043226	cellular component	organelle	Marcks	myristoylated alanine rich protein kinase C substrate
59056	-1,586,319,052	ID:GO:0043226	cellular component	organelle	Evc	Ellis van Creveld gene syndrome
18969	-3,328,854,918	ID:GO:0043226	cellular component	organelle	Pola2	polymerase (DNA directed), alpha 2
94067	-4,000,621,192	ID:GO:0043226	cellular component	organelle	Mrpl43	mitochondrial ribosomal protein L43
216549	-312,457,566	ID:GO:0043226	cellular component	organelle	Aftph	aftiphilin
19386	-1,934,192,751	ID:GO:0043226	cellular component	organelle	Ranbp2	RAN binding protein 2
75593	-2,267,126,779	ID:GO:0043226	cellular component	organelle	2410003K15Rik	RIKEN cDNA 2410003K15 gene
12380	-0.764130612	ID:GO:0043226	cellular component	organelle	Cast	calpastatin
230584	-1,474,490,129	ID:GO:0043226	cellular component	organelle	Yipf1	Yip1 domain family, member 1
17318	-2,752,528,993	ID:GO:0043226	cellular component	organelle	Mid1	midline 1
13033	-2,100,754,506	ID:GO:0043226	cellular component	organelle	Ctsd	cathepsin D
319651	-0.6345765	ID:GO:0043226	cellular component	organelle	Usp37	ubiquitin specific peptidase 37
14969	-3,840,369,923	ID:GO:0043226	cellular component	organelle	H2-Eb1	histocompatibility 2, class II antigen E beta
54396	-3,218,661,296	ID:GO:0043226	cellular component	organelle	Irgm2	immunity-related GTPase family M member 2
270076	-1,173,352,379	ID:GO:0043226	cellular component	organelle	Gcdh	glutaryl-Coenzyme A dehydrogenase
13411	-1,150,614,207	ID:GO:0043226	cellular component	organelle	Dnahc11	dynein, axonemal, heavy chain 11
52563	-2,444,485,009	ID:GO:0043226	cellular component	organelle	Cdc23	CDC23 cell division cycle 23
21938	-379,562,004	ID:GO:0043226	cellular component	organelle	Tnfrsf1b	tumor necrosis factor receptor superfamily, member 1b
353502	-114,843,091	ID:GO:0043226	cellular component	organelle	Hcfc1r1	host cell factor C1 regulator 1 (XPO1-dependent)
18034	-1,556,616,271	ID:GO:0043226	cellular component	organelle	Nfkb2	nuclear factor of kappa light polypeptide gene enhancer in B cells 2, p49/p100
69926	-0.567599521	ID:GO:0043226	cellular component	organelle	Dnahc17	dynein, axonemal, heavy chain 17
544963	-1,089,638,628	ID:GO:0043226	cellular component	organelle	Iqgap2	IQ motif containing GTPase activating protein 2
110821	-2,132,179,754	ID:GO:0043226	cellular component	organelle	Pcca	propionyl-Coenzyme A carboxylase, alpha polypeptide
234356	-1,157,771,946	ID:GO:0043226	cellular component	organelle	Csgalnact1	chondroitin sulfate N-acetylgalactosaminyltransferase 1
57247	-2,048,299,545	ID:GO:0043226	cellular component	organelle	Zfp276	zinc finger protein (C2H2 type) 276
68607	-0.568820516	ID:GO:0043226	cellular component	organelle	Serhl	serine hydrolase-like
19713	-0.824812714	ID:GO:0043226	cellular component	organelle	Ret	ret proto-oncogene
66118	-0.774022365	ID:GO:0043226	cellular component	organelle	Sarnp	SAP domain containing ribonucleoprotein
80877	-1,506,509,221	ID:GO:0043226	cellular component	organelle	Lrba	LPS-responsive beige-like anchor
72656	-2,034,729,848	ID:GO:0043226	cellular component	organelle	Ints8	integrator complex subunit 8
12332	-4,454,146,213	ID:GO:0043226	cellular component	organelle	Capg	capping protein (actin filament), gelsolin-like
12654	-1,515,090,263	ID:GO:0043226	cellular component	organelle	Chi3l1	chitinase 3-like 1
654470	-2,808,809,273	ID:GO:0043226	cellular component	organelle	Tctn1	tectonic family member 1
94112	-1,468,635,088	ID:GO:0043226	cellular component	organelle	Med15	mediator complex subunit 15
57908	-3,003,084,272	ID:GO:0043226	cellular component	organelle	Zfp318	zinc finger protein 318
11569	-2,508,971,914	ID:GO:0043226	cellular component	organelle	Aebp2	AE binding protein 2
56215	-0.803713411	ID:GO:0043226	cellular component	organelle	Acin1	apoptotic chromatin condensation inducer 1
75572	-0.93498585	ID:GO:0043226	cellular component	organelle	Acyp2	acylphosphatase 2, muscle type
15944	-3,945,389,188	ID:GO:0043226	cellular component	organelle	Irgm1	immunity-related GTPase family M member 1
234094	-2,926,275,436	ID:GO:0043226	cellular component	organelle	Arhgef10	Rho guanine nucleotide exchange factor (GEF) 10
67963	-0.96526511	ID:GO:0043226	cellular component	organelle	Npc2	Niemann Pick type C2
74114	-0.844290991	ID:GO:0043226	cellular component	organelle	Crot	carnitine O-octanoyltransferase
58799	-0.526710604	ID:GO:0043226	cellular component	organelle	Crbn	cereblon
108086	-2,046,780,569	ID:GO:0043226	cellular component	organelle	Rnf216	ring finger protein 216
17193	-3,298,649,237	ID:GO:0043226	cellular component	organelle	Mbd4	methyl-CpG binding domain protein 4
66531	-0.899620288	ID:GO:0043226	cellular component	organelle	2310061C15Rik	RIKEN cDNA 2310061C15 gene
104318	-281,260,762	ID:GO:0043226	cellular component	organelle	Csnk1d	casein kinase 1, delta
13040	-3,758,526,511	ID:GO:0043226	cellular component	organelle	Ctss	cathepsin S
52705	-1,943,859,976	ID:GO:0043226	cellular component	organelle	Krr1	KRR1, small subunit (SSU) processome component, homolog (yeast)
100532	-0.571833377	ID:GO:0043226	cellular component	organelle	Rell1	RELT-like 1
106025	-2,197,927,676	ID:GO:0043226	cellular component	organelle	Sharpin	SHANK-associated RH domain interacting protein
98170	-1,998,246,003	ID:GO:0043226	cellular component	organelle	Tmem132a	transmembrane protein 132A
12524	-3,370,535,919	ID:GO:0043226	cellular component	organelle	Cd86	CD86 antigen
12752	-1,812,724,069	ID:GO:0043226	cellular component	organelle	Cln3	ceroid lipofuscinosis, neuronal 3, juvenile (Batten, Spielmeyer-Vogt disease)
93675	-3,070,034,797	ID:GO:0043226	cellular component	organelle	Clec2i	C-type lectin domain family 2, member i
70350	-2,399,954,375	ID:GO:0043226	cellular component	organelle	Basp1	brain abundant, membrane attached signal protein 1
70350	-2,399,954,375	ID:GO:0043226	cellular component	organelle	Basp1	brain abundant, membrane attached signal protein 1
70350	-2,399,954,375	ID:GO:0043226	cellular component	organelle	Basp1	brain abundant, membrane attached signal protein 1
70350	-2,399,954,375	ID:GO:0009897	cellular component	external side of plasma membrane	Basp1	brain abundant, membrane attached signal protein 1
70350	-2,399,954,375	ID:GO:0009897	cellular component	external side of plasma membrane	Basp1	brain abundant, membrane attached signal protein 1
70350	-2,399,954,375	ID:GO:0009897	cellular component	external side of plasma membrane	Basp1	brain abundant, membrane attached signal protein 1
14964	-2,507,732,371	ID:GO:0009897	cellular component	external side of plasma membrane	H2-D1	histocompatibility 2, D region locus 1
16409	-5,617,443,944	ID:GO:0009897	cellular component	external side of plasma membrane	Itgam	integrin alpha M
13039	-1,714,981,311	ID:GO:0009897	cellular component	external side of plasma membrane	Ctsl	cathepsin L
14972	-2,081,901,606	ID:GO:0009897	cellular component	external side of plasma membrane	H2-K1	histocompatibility 2, K1, K region
14969	-3,840,369,923	ID:GO:0009897	cellular component	external side of plasma membrane	H2-Eb1	histocompatibility 2, class II antigen E beta
14960	-2,633,476,063	ID:GO:0009897	cellular component	external side of plasma membrane	H2-Aa	histocompatibility 2, class II antigen A, alpha
56644	-3,622,075,881	ID:GO:0009897	cellular component	external side of plasma membrane	Clec7a	C-type lectin domain family 7, member a
12317	-1,027,705,564	ID:GO:0009897	cellular component	external side of plasma membrane	Calr	calreticulin
14961	-372,305,297	ID:GO:0009897	cellular component	external side of plasma membrane	H2-Ab1	histocompatibility 2, class II antigen A, beta 1
17329	-774,327,532	ID:GO:0009897	cellular component	external side of plasma membrane	Cxcl9	chemokine (C-X-C motif) ligand 9
16149	-2,142,415,232	ID:GO:0009897	cellular component	external side of plasma membrane	Cd74	CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)
12524	-3,370,535,919	ID:GO:0009897	cellular component	external side of plasma membrane	Cd86	CD86 antigen
93675	-3,070,034,797	ID:GO:0009897	cellular component	external side of plasma membrane	Clec2i	C-type lectin domain family 2, member i
16407	-2,396,144,614	ID:GO:0009897	cellular component	external side of plasma membrane	Itgae	integrin alpha E, epithelial-associated
16411	-4,720,088,061	ID:GO:0009897	cellular component	external side of plasma membrane	Itgax	integrin alpha X
16411	-4,720,088,061	ID:GO:0009897	cellular component	external side of plasma membrane	Itgax	integrin alpha X
16411	-4,720,088,061	ID:GO:0009897	cellular component	external side of plasma membrane	Itgax	integrin alpha X
16411	-4,720,088,061	ID:GO:0043233	cellular component	organelle lumen	Itgax	integrin alpha X
16411	-4,720,088,061	ID:GO:0043233	cellular component	organelle lumen	Itgax	integrin alpha X
16411	-4,720,088,061	ID:GO:0043233	cellular component	organelle lumen	Itgax	integrin alpha X
207854	-2,766,015,336	ID:GO:0043233	cellular component	organelle lumen	Fmr1nb	fragile X mental retardation 1 neighbor
18975	-165,567,466	ID:GO:0043233	cellular component	organelle lumen	Polg	polymerase (DNA directed), gamma
21406	-0.882199271	ID:GO:0043233	cellular component	organelle lumen	Tcf12	transcription factor 12
225182	-1,118,372,998	ID:GO:0043233	cellular component	organelle lumen	Rbbp8	retinoblastoma binding protein 8
226153	-0.461720456	ID:GO:0043233	cellular component	organelle lumen	Peo1	progressive external ophthalmoplegia 1 (human)
51786	-2,684,121,211	ID:GO:0043233	cellular component	organelle lumen	Cpsf2	cleavage and polyadenylation specific factor 2
192156	-3,018,598,011	ID:GO:0043233	cellular component	organelle lumen	Mvd	mevalonate (diphospho) decarboxylase
19367	-0.482433019	ID:GO:0043233	cellular component	organelle lumen	Rad9	RAD9 homolog (S. pombe)
12317	-1,027,705,564	ID:GO:0043233	cellular component	organelle lumen	Calr	calreticulin
12399	-3,157,436,079	ID:GO:0043233	cellular component	organelle lumen	Runx3	runt related transcription factor 3
21425	-2,215,672,831	ID:GO:0043233	cellular component	organelle lumen	Tfeb	transcription factor EB
13171	-0.70410374	ID:GO:0043233	cellular component	organelle lumen	Dbt	dihydrolipoamide branched chain transacylase E2
68703	-0.498380197	ID:GO:0043233	cellular component	organelle lumen	Rere	arginine glutamic acid dipeptide (RE) repeats
50776	-2,598,628,583	ID:GO:0043233	cellular component	organelle lumen	Polg2	polymerase (DNA directed), gamma 2, accessory subunit
50911	-2,086,299,856	ID:GO:0043233	cellular component	organelle lumen	Exosc9	exosome component 9
72656	-2,034,729,848	ID:GO:0043233	cellular component	organelle lumen	Ints8	integrator complex subunit 8
12332	-4,454,146,213	ID:GO:0043233	cellular component	organelle lumen	Capg	capping protein (actin filament), gelsolin-like
17977	-0.831389853	ID:GO:0043233	cellular component	organelle lumen	Ncoa1	nuclear receptor coactivator 1
329650	-2,040,645,338	ID:GO:0043233	cellular component	organelle lumen	Med12l	mediator of RNA polymerase II transcription, subunit 12 homolog (yeast)-like
17105	-1,597,453,869	ID:GO:0043233	cellular component	organelle lumen	Lyz2	lysozyme 2
28113	-0.644271013	ID:GO:0043233	cellular component	organelle lumen	Tinf2	Terf1 (TRF1)-interacting nuclear factor 2
21745	-1,394,832,537	ID:GO:0043233	cellular component	organelle lumen	Tep1	telomerase associated protein 1
14087	-0.966889988	ID:GO:0043233	cellular component	organelle lumen	Fanca	Fanconi anemia, complementation group A
12361	-0.74971326	ID:GO:0043233	cellular component	organelle lumen	Cask	calcium/calmodulin-dependent serine protein kinase (MAGUK family)
14375	-0.664844944	ID:GO:0043233	cellular component	organelle lumen	Xrcc6	X-ray repair complementing defective repair in Chinese hamster cells 6
94112	-1,468,635,088	ID:GO:0043233	cellular component	organelle lumen	Med15	mediator complex subunit 15
18968	-0.871308665	ID:GO:0043233	cellular component	organelle lumen	Pola1	polymerase (DNA directed), alpha 1
11569	-2,508,971,914	ID:GO:0043233	cellular component	organelle lumen	Aebp2	AE binding protein 2
27632	-3,728,870,942	ID:GO:0043233	cellular component	organelle lumen	Rdbp	RD RNA-binding protein
56215	-0.803713411	ID:GO:0043233	cellular component	organelle lumen	Acin1	apoptotic chromatin condensation inducer 1
70625	-0.563268187	ID:GO:0043233	cellular component	organelle lumen	Med26	mediator complex subunit 26
20846	-3,616,517,729	ID:GO:0043233	cellular component	organelle lumen	Stat1	signal transducer and activator of transcription 1
58799	-0.526710604	ID:GO:0043233	cellular component	organelle lumen	Crbn	cereblon
56310	-0.649304793	ID:GO:0043233	cellular component	organelle lumen	Gps2	G protein pathway suppressor 2
11744	-5,424,446,375	ID:GO:0043233	cellular component	organelle lumen	Anxa11	annexin A11
20964	-416,652,672	ID:GO:0043233	cellular component	organelle lumen	Syn1	synapsin I
66213	-4,430,588,686	ID:GO:0043233	cellular component	organelle lumen	Med7	mediator complex subunit 7
101706	-2,547,934,415	ID:GO:0043233	cellular component	organelle lumen	Numa1	nuclear mitotic apparatus protein 1
13039	-1,714,981,311	ID:GO:0043233	cellular component	organelle lumen	Ctsl	cathepsin L
109032	-3,073,923,615	ID:GO:0043233	cellular component	organelle lumen	Sp110	Sp110 nuclear body protein
52705	-1,943,859,976	ID:GO:0043233	cellular component	organelle lumen	Krr1	KRR1, small subunit (SSU) processome component, homolog (yeast)
19645	-0.625310617	ID:GO:0043233	cellular component	organelle lumen	Rb1	retinoblastoma 1
18969	-3,328,854,918	ID:GO:0043233	cellular component	organelle lumen	Pola2	polymerase (DNA directed), alpha 2
94067	-4,000,621,192	ID:GO:0043233	cellular component	organelle lumen	Mrpl43	mitochondrial ribosomal protein L43
17420	-0.745044399	ID:GO:0043233	cellular component	organelle lumen	Mnat1	menage a trois 1
