Gene Id	FC	GO	GO term	Category	Gene Name	Product
11819	1,808,865,916	ID:GO:0044237	biological process	cellular metabolic process	Nr2f2	nuclear receptor subfamily 2, group F, member 2
76527	1,928,369,868	ID:GO:0044237	biological process	cellular metabolic process	Il34	interleukin 34
81877	2,406,454,597	ID:GO:0044237	biological process	cellular metabolic process	Tnxb	tenascin XB
231600	1,312,120,935	ID:GO:0044237	biological process	cellular metabolic process	Chfr	checkpoint with forkhead and ring finger domains
14283	1,687,016,214	ID:GO:0044237	biological process	cellular metabolic process	Fosl1	fos-like antigen 1
226548	1,541,405,094	ID:GO:0044237	biological process	cellular metabolic process	Aph1a	anterior pharynx defective 1a homolog (C. elegans)
226548	1,541,405,094	ID:GO:0044237	biological process	cellular metabolic process	Aph1a	anterior pharynx defective 1a homolog (C. elegans)
226548	1,541,405,094	ID:GO:0044237	biological process	cellular metabolic process	Aph1a	anterior pharynx defective 1a homolog (C. elegans)
226548	1,541,405,094	ID:GO:0006928	biological process	cellular component movement	Aph1a	anterior pharynx defective 1a homolog (C. elegans)
226548	1,541,405,094	ID:GO:0006928	biological process	cellular component movement	Aph1a	anterior pharynx defective 1a homolog (C. elegans)
226548	1,541,405,094	ID:GO:0006928	biological process	cellular component movement	Aph1a	anterior pharynx defective 1a homolog (C. elegans)
13134	2,109,633,273	ID:GO:0006928	biological process	cellular component movement	Dach1	dachshund 1 (Drosophila)
20348	206,586,633	ID:GO:0006928	biological process	cellular component movement	Sema3c	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C
16170	2,837,520,408	ID:GO:0006928	biological process	cellular component movement	Il16	interleukin 16
245049	1,881,666,765	ID:GO:0006928	biological process	cellular component movement	Myrip	myosin VIIA and Rab interacting protein
78560	1,708,474,363	ID:GO:0006928	biological process	cellular component movement	Gpr124	G protein-coupled receptor 124
11479	1,296,365,491	ID:GO:0006928	biological process	cellular component movement	Acvr1b	activin A receptor, type 1B
53374	3,454,837,344	ID:GO:0006928	biological process	cellular component movement	Chst3	carbohydrate (chondroitin 6/keratan) sulfotransferase 3
21961	1,601,283,492	ID:GO:0006928	biological process	cellular component movement	Tns1	tensin 1
13052	1,084,164,807	ID:GO:0006928	biological process	cellular component movement	Cxadr	coxsackie virus and adenovirus receptor
14360	1,090,353,804	ID:GO:0006928	biological process	cellular component movement	Fyn	Fyn proto-oncogene
327954	0.710431121	ID:GO:0006928	biological process	cellular component movement	Dnahc2	dynein, axonemal, heavy chain 2
16011	2,410,032,552	ID:GO:0006928	biological process	cellular component movement	Igfbp5	insulin-like growth factor binding protein 5
320795	0.931588559	ID:GO:0006928	biological process	cellular component movement	Pkn1	protein kinase N1
11819	1,808,865,916	ID:GO:0006928	biological process	cellular component movement	Nr2f2	nuclear receptor subfamily 2, group F, member 2
414758	0.814144577	ID:GO:0006928	biological process	cellular component movement	Zfp826	zinc finger protein 826
66610	0.503797585	ID:GO:0006928	biological process	cellular component movement	Abi3	ABI gene family, member 3
21687	2,713,371,449	ID:GO:0006928	biological process	cellular component movement	Tek	endothelial-specific receptor tyrosine kinase
171567	0.830190636	ID:GO:0006928	biological process	cellular component movement	Nme7	NME/NM23 family member 7
14456	2,858,092,862	ID:GO:0006928	biological process	cellular component movement	Gas6	growth arrest specific 6
54418	2,978,980,125	ID:GO:0006928	biological process	cellular component movement	Fmn2	formin 2
12168	1,830,489,279	ID:GO:0006928	biological process	cellular component movement	Bmpr2	bone morphogenetic protein receptor, type II (serine/threonine kinase)
224650	1,734,083,755	ID:GO:0006928	biological process	cellular component movement	Anks1	ankyrin repeat and SAM domain containing 1
223255	0.8241182	ID:GO:0006928	biological process	cellular component movement	Stk24	serine/threonine kinase 24
269152	3,195,069,121	ID:GO:0006928	biological process	cellular component movement	Kif26b	kinesin family member 26B
244667	1,430,520,732	ID:GO:0006928	biological process	cellular component movement	Disc1	disrupted in schizophrenia 1
140781	2,381,436,251	ID:GO:0006928	biological process	cellular component movement	Myh7	myosin, heavy polypeptide 7, cardiac muscle, beta
330662	2,708,429,526	ID:GO:0006928	biological process	cellular component movement	Dock1	dedicator of cytokinesis 1
18186	155,177,243	ID:GO:0006928	biological process	cellular component movement	Nrp1	neuropilin 1
66922	171,459,456	ID:GO:0006928	biological process	cellular component movement	Rras2	related RAS viral (r-ras) oncogene homolog 2
20698	1,163,127,929	ID:GO:0006928	biological process	cellular component movement	Sphk1	sphingosine kinase 1
329165	1,222,658,657	ID:GO:0006928	biological process	cellular component movement	Abi2	abl-interactor 2
329165	1,222,658,657	ID:GO:0006928	biological process	cellular component movement	Abi2	abl-interactor 2
329165	1,222,658,657	ID:GO:0006928	biological process	cellular component movement	Abi2	abl-interactor 2
329165	1,222,658,657	ID:GO:0044710	biological process	single-organism metabolic process	Abi2	abl-interactor 2
329165	1,222,658,657	ID:GO:0044710	biological process	single-organism metabolic process	Abi2	abl-interactor 2
329165	1,222,658,657	ID:GO:0044710	biological process	single-organism metabolic process	Abi2	abl-interactor 2
16170	2,837,520,408	ID:GO:0044710	biological process	single-organism metabolic process	Il16	interleukin 16
11556	4,131,722,826	ID:GO:0044710	biological process	single-organism metabolic process	Adrb3	adrenergic receptor, beta 3
107569	1,402,175,251	ID:GO:0044710	biological process	single-organism metabolic process	Nt5c3	5'-nucleotidase, cytosolic III
14359	1,027,700,504	ID:GO:0044710	biological process	single-organism metabolic process	Fxr1	fragile X mental retardation gene 1, autosomal homolog
13831	162,699,269	ID:GO:0044710	biological process	single-organism metabolic process	Epc1	enhancer of polycomb homolog 1 (Drosophila)
23874	1,416,799,841	ID:GO:0044710	biological process	single-organism metabolic process	Farsb	phenylalanyl-tRNA synthetase, beta subunit
56490	101,912,773	ID:GO:0044710	biological process	single-organism metabolic process	Zbtb20	zinc finger and BTB domain containing 20
380698	2,215,543,878	ID:GO:0044710	biological process	single-organism metabolic process	Obscn	obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF
13058	1,077,510,985	ID:GO:0044710	biological process	single-organism metabolic process	Cybb	cytochrome b-245, beta polypeptide
14912	1,106,597,819	ID:GO:0044710	biological process	single-organism metabolic process	Nkx6-2	NK6 homeobox 2
68278	1,505,386,773	ID:GO:0044710	biological process	single-organism metabolic process	Ddx39	DEAD (Asp-Glu-Ala-Asp) box polypeptide 39
67014	0.918270292	ID:GO:0044710	biological process	single-organism metabolic process	Mina	myc induced nuclear antigen
15369	0.763319139	ID:GO:0044710	biological process	single-organism metabolic process	Hmox2	heme oxygenase (decycling) 2
71361	0.916419621	ID:GO:0044710	biological process	single-organism metabolic process	Aifm2	apoptosis-inducing factor, mitochondrion-associated 2
66922	171,459,456	ID:GO:0044710	biological process	single-organism metabolic process	Rras2	related RAS viral (r-ras) oncogene homolog 2
269132	1,095,604,414	ID:GO:0044710	biological process	single-organism metabolic process	Glt25d2	glycosyltransferase 25 domain containing 2
17722	1,202,675,828	ID:GO:0044710	biological process	single-organism metabolic process	ND6	NADH dehydrogenase subunit 6
67087	3,090,238,353	ID:GO:0044710	biological process	single-organism metabolic process	Ctnnbip1	catenin beta interacting protein 1
17716	1,030,739,378	ID:GO:0044710	biological process	single-organism metabolic process	ND1	NADH dehydrogenase subunit 1
13134	2,109,633,273	ID:GO:0044710	biological process	single-organism metabolic process	Dach1	dachshund 1 (Drosophila)
69188	0.871072099	ID:GO:0044710	biological process	single-organism metabolic process	Mll5	myeloid/lymphoid or mixed-lineage leukemia 5
18027	1,886,823,329	ID:GO:0044710	biological process	single-organism metabolic process	Nfia	nuclear factor I/A
93757	2,032,294,837	ID:GO:0044710	biological process	single-organism metabolic process	Immp2l	IMP2 inner mitochondrial membrane peptidase-like (S. cerevisiae)
56632	1,357,671,507	ID:GO:0044710	biological process	single-organism metabolic process	Sphk2	sphingosine kinase 2
67155	1,225,087,552	ID:GO:0044710	biological process	single-organism metabolic process	Smarca2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2
238276	1,973,143,516	ID:GO:0044710	biological process	single-organism metabolic process	Akap5	A kinase (PRKA) anchor protein 5
17719	1,372,406,756	ID:GO:0044710	biological process	single-organism metabolic process	ND4	NADH dehydrogenase subunit 4
414758	0.814144577	ID:GO:0044710	biological process	single-organism metabolic process	Zfp826	zinc finger protein 826
12873	4,240,520,454	ID:GO:0044710	biological process	single-organism metabolic process	Cpa3	carboxypeptidase A3, mast cell
24086	0.558406325	ID:GO:0044710	biological process	single-organism metabolic process	Tlk2	tousled-like kinase 2 (Arabidopsis)
105193	1,786,444,059	ID:GO:0044710	biological process	single-organism metabolic process	Nhlrc1	NHL repeat containing 1
12168	1,830,489,279	ID:GO:0044710	biological process	single-organism metabolic process	Bmpr2	bone morphogenetic protein receptor, type II (serine/threonine kinase)
229487	2,064,291,557	ID:GO:0044710	biological process	single-organism metabolic process	Pet112l	PET112-like (yeast)
17729	2,446,785,468	ID:GO:0044710	biological process	single-organism metabolic process	TrnE	tRNA
27207	1,020,783,548	ID:GO:0044710	biological process	single-organism metabolic process	Rps11	ribosomal protein S11
56289	161,130,296	ID:GO:0044710	biological process	single-organism metabolic process	Rassf1	Ras association (RalGDS/AF-6) domain family member 1
15375	1,516,820,245	ID:GO:0044710	biological process	single-organism metabolic process	Foxa1	forkhead box A1
270672	0.579601818	ID:GO:0044710	biological process	single-organism metabolic process	Map3k15	mitogen-activated protein kinase kinase kinase 15
67869	1,444,616,683	ID:GO:0044710	biological process	single-organism metabolic process	Paip2	polyadenylate-binding protein-interacting protein 2
217166	1,644,364,203	ID:GO:0044710	biological process	single-organism metabolic process	Nr1d1	nuclear receptor subfamily 1, group D, member 1
104570	1,502,896,444	ID:GO:0044710	biological process	single-organism metabolic process	Smek2	SMEK homolog 2, suppressor of mek1 (Dictyostelium)
15400	1,474,240,319	ID:GO:0044710	biological process	single-organism metabolic process	Hoxa3	homeobox A3
101739	1,178,243,844	ID:GO:0044710	biological process	single-organism metabolic process	Psip1	PC4 and SFRS1 interacting protein 1
67789	0.757199106	ID:GO:0044710	biological process	single-organism metabolic process	Dalrd3	DALR anticodon binding domain containing 3
56532	134,416,524	ID:GO:0044710	biological process	single-organism metabolic process	Ripk3	receptor-interacting serine-threonine kinase 3
21743	2,744,390,669	ID:GO:0044710	biological process	single-organism metabolic process	Inmt	indolethylamine N-methyltransferase
13056	2,219,933,331	ID:GO:0044710	biological process	single-organism metabolic process	Cyb561	cytochrome b-561
18554	1,262,209,707	ID:GO:0044710	biological process	single-organism metabolic process	Pcsk7	proprotein convertase subtilisin/kexin type 7
71375	1,212,215,446	ID:GO:0044710	biological process	single-organism metabolic process	Foxn3	forkhead box N3
20962	0.796028726	ID:GO:0044710	biological process	single-organism metabolic process	Sycp3	synaptonemal complex protein 3
19276	2,543,783,787	ID:GO:0044710	biological process	single-organism metabolic process	Ptprn2	protein tyrosine phosphatase, receptor type, N polypeptide 2
213742	2,597,800,294	ID:GO:0044710	biological process	single-organism metabolic process	Xist	inactive X specific transcripts
66108	2,447,446,471	ID:GO:0044710	biological process	single-organism metabolic process	Ndufa9	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 9
17721	0.913595954	ID:GO:0044710	biological process	single-organism metabolic process	ND5	NADH dehydrogenase subunit 5
75668	2,058,354,533	ID:GO:0044710	biological process	single-organism metabolic process	Rasl10a	RAS-like, family 10, member A
67426	1,478,278,721	ID:GO:0044710	biological process	single-organism metabolic process	Adck3	aarF domain containing kinase 3
75805	2,423,917,305	ID:GO:0044710	biological process	single-organism metabolic process	Nln	neurolysin (metallopeptidase M3 family)
13107	2,516,499,289	ID:GO:0044710	biological process	single-organism metabolic process	Cyp2f2	cytochrome P450, family 2, subfamily f, polypeptide 2
244329	0.527056221	ID:GO:0044710	biological process	single-organism metabolic process	Mcph1	microcephaly, primary autosomal recessive 1
55981	0.847740943	ID:GO:0044710	biological process	single-organism metabolic process	Pigb	phosphatidylinositol glycan anchor biosynthesis, class B
19023	3,320,751,149	ID:GO:0044710	biological process	single-organism metabolic process	Ppef2	protein phosphatase, EF hand calcium-binding domain 2
20454	1,975,317,419	ID:GO:0044710	biological process	single-organism metabolic process	St3gal5	ST3 beta-galactoside alpha-2,3-sialyltransferase 5
74335	0.562423659	ID:GO:0044710	biological process	single-organism metabolic process	Xrcc3	X-ray repair complementing defective repair in Chinese hamster cells 3
672511	161,909,091	ID:GO:0044710	biological process	single-organism metabolic process	Rnf213	ring finger protein 213
12409	1,094,914,994	ID:GO:0044710	biological process	single-organism metabolic process	Cbr2	carbonyl reductase 2
56736	1,231,451,097	ID:GO:0044710	biological process	single-organism metabolic process	Rnf14	ring finger protein 14
223255	0.8241182	ID:GO:0044710	biological process	single-organism metabolic process	Stk24	serine/threonine kinase 24
23821	0.657643284	ID:GO:0044710	biological process	single-organism metabolic process	Bace1	beta-site APP cleaving enzyme 1
76719	1,466,881,573	ID:GO:0044710	biological process	single-organism metabolic process	Kansl1	KAT8 regulatory NSL complex subunit 1
56695	0.42199143	ID:GO:0044710	biological process	single-organism metabolic process	Pnkd	paroxysmal nonkinesiogenic dyskinesia
432442	177,200,435	ID:GO:0044710	biological process	single-organism metabolic process	Akap7	A kinase (PRKA) anchor protein 7
15531	1,372,851,261	ID:GO:0044710	biological process	single-organism metabolic process	Ndst1	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 1
