Gene Id	FC	GO	GO term	Category	Gene Name	Product
56632	2,258,033,379	ID:GO:0044710	biological process	single-organism metabolic process	Sphk2	sphingosine kinase 2
67155	1,683,068,752	ID:GO:0044710	biological process	single-organism metabolic process	Smarca2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2
414758	1,106,868,913	ID:GO:0044710	biological process	single-organism metabolic process	Zfp826	zinc finger protein 826
12873	416,015,402	ID:GO:0044710	biological process	single-organism metabolic process	Cpa3	carboxypeptidase A3, mast cell
230972	207,890,838	ID:GO:0044710	biological process	single-organism metabolic process	Arhgef16	Rho guanine nucleotide exchange factor (GEF) 16
105193	1,805,350,273	ID:GO:0044710	biological process	single-organism metabolic process	Nhlrc1	NHL repeat containing 1
12168	1,714,574,077	ID:GO:0044710	biological process	single-organism metabolic process	Bmpr2	bone morphogenetic protein receptor, type II (serine/threonine kinase)
170767	3,737,911,669	ID:GO:0044710	biological process	single-organism metabolic process	Rfxap	regulatory factor X-associated protein
20742	1,376,124,664	ID:GO:0044710	biological process	single-organism metabolic process	Spnb2	spectrin beta 2
17729	3,035,290,556	ID:GO:0044710	biological process	single-organism metabolic process	TrnE	tRNA
27207	1,666,070,792	ID:GO:0044710	biological process	single-organism metabolic process	Rps11	ribosomal protein S11
56289	2,223,449,772	ID:GO:0044710	biological process	single-organism metabolic process	Rassf1	Ras association (RalGDS/AF-6) domain family member 1
270672	0.812916961	ID:GO:0044710	biological process	single-organism metabolic process	Map3k15	mitogen-activated protein kinase kinase kinase 15
67869	1,558,323,849	ID:GO:0044710	biological process	single-organism metabolic process	Paip2	polyadenylate-binding protein-interacting protein 2
217166	2,110,237,635	ID:GO:0044710	biological process	single-organism metabolic process	Nr1d1	nuclear receptor subfamily 1, group D, member 1
104570	1,336,971,658	ID:GO:0044710	biological process	single-organism metabolic process	Smek2	SMEK homolog 2, suppressor of mek1 (Dictyostelium)
11304	2,095,945,369	ID:GO:0044710	biological process	single-organism metabolic process	Abca4	ATP-binding cassette, sub-family A (ABC1), member 4
14732	2,170,911,933	ID:GO:0044710	biological process	single-organism metabolic process	Gpam	glycerol-3-phosphate acyltransferase, mitochondrial
101739	1,072,458,323	ID:GO:0044710	biological process	single-organism metabolic process	Psip1	PC4 and SFRS1 interacting protein 1
56532	2,192,505,213	ID:GO:0044710	biological process	single-organism metabolic process	Ripk3	receptor-interacting serine-threonine kinase 3
21743	7,413,304,004	ID:GO:0044710	biological process	single-organism metabolic process	Inmt	indolethylamine N-methyltransferase
13056	216,000,957	ID:GO:0044710	biological process	single-organism metabolic process	Cyb561	cytochrome b-561
18554	1,552,263,117	ID:GO:0044710	biological process	single-organism metabolic process	Pcsk7	proprotein convertase subtilisin/kexin type 7
71375	1,127,878,354	ID:GO:0044710	biological process	single-organism metabolic process	Foxn3	forkhead box N3
232441	2,423,438,869	ID:GO:0044710	biological process	single-organism metabolic process	Rerg	RAS-like, estrogen-regulated, growth-inhibitor
20962	1,122,316,474	ID:GO:0044710	biological process	single-organism metabolic process	Sycp3	synaptonemal complex protein 3
19276	201,632,669	ID:GO:0044710	biological process	single-organism metabolic process	Ptprn2	protein tyrosine phosphatase, receptor type, N polypeptide 2
66108	2,880,433,777	ID:GO:0044710	biological process	single-organism metabolic process	Ndufa9	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 9
18627	2,106,136,473	ID:GO:0044710	biological process	single-organism metabolic process	Per2	period homolog 2 (Drosophila)
67426	2,374,518,287	ID:GO:0044710	biological process	single-organism metabolic process	Adck3	aarF domain containing kinase 3
75805	2,901,268,661	ID:GO:0044710	biological process	single-organism metabolic process	Nln	neurolysin (metallopeptidase M3 family)
232087	0.980110191	ID:GO:0044710	biological process	single-organism metabolic process	Mat2a	methionine adenosyltransferase II, alpha
13107	3,107,404,572	ID:GO:0044710	biological process	single-organism metabolic process	Cyp2f2	cytochrome P450, family 2, subfamily f, polypeptide 2
14164	329,415,587	ID:GO:0044710	biological process	single-organism metabolic process	Fgf1	fibroblast growth factor 1
16764	5,585,924,191	ID:GO:0044710	biological process	single-organism metabolic process	Aff3	AF4/FMR2 family, member 3
55981	132,793,433	ID:GO:0044710	biological process	single-organism metabolic process	Pigb	phosphatidylinositol glycan anchor biosynthesis, class B
59013	1,903,044,373	ID:GO:0044710	biological process	single-organism metabolic process	Hnrnph1	heterogeneous nuclear ribonucleoprotein H1
16467	3,264,758,362	ID:GO:0044710	biological process	single-organism metabolic process	Atcay	ataxia, cerebellar, Cayman type homolog (human)
74335	0.844540255	ID:GO:0044710	biological process	single-organism metabolic process	Xrcc3	X-ray repair complementing defective repair in Chinese hamster cells 3
20454	2,468,487,092	ID:GO:0044710	biological process	single-organism metabolic process	St3gal5	ST3 beta-galactoside alpha-2,3-sialyltransferase 5
12409	2,087,775,387	ID:GO:0044710	biological process	single-organism metabolic process	Cbr2	carbonyl reductase 2
56736	1,828,084,663	ID:GO:0044710	biological process	single-organism metabolic process	Rnf14	ring finger protein 14
20869	1,628,392,359	ID:GO:0044710	biological process	single-organism metabolic process	Stk11	serine/threonine kinase 11
20775	1,124,869,937	ID:GO:0044710	biological process	single-organism metabolic process	Sqle	squalene epoxidase
223255	1,048,179,666	ID:GO:0044710	biological process	single-organism metabolic process	Stk24	serine/threonine kinase 24
66449	1,128,306,676	ID:GO:0044710	biological process	single-organism metabolic process	Pam16	presequence translocase-asssociated motor 16 homolog (S. cerevisiae)
21665	2,498,303,291	ID:GO:0044710	biological process	single-organism metabolic process	Tdg	thymine DNA glycosylase
29857	2,626,811,794	ID:GO:0044710	biological process	single-organism metabolic process	Mapk12	mitogen-activated protein kinase 12
16881	1,781,742,522	ID:GO:0044710	biological process	single-organism metabolic process	Lig1	ligase I, DNA, ATP-dependent
76719	1,536,172,696	ID:GO:0044710	biological process	single-organism metabolic process	Kansl1	KAT8 regulatory NSL complex subunit 1
432442	2,818,873,509	ID:GO:0044710	biological process	single-organism metabolic process	Akap7	A kinase (PRKA) anchor protein 7
56695	0.712876297	ID:GO:0044710	biological process	single-organism metabolic process	Pnkd	paroxysmal nonkinesiogenic dyskinesia
15531	0.999556099	ID:GO:0044710	biological process	single-organism metabolic process	Ndst1	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 1
11482	2,286,372,594	ID:GO:0044710	biological process	single-organism metabolic process	Acvrl1	activin A receptor, type II-like 1
606496	1,141,823,999	ID:GO:0044710	biological process	single-organism metabolic process	Gsk3a	glycogen synthase kinase 3 alpha
17717	2,261,209,611	ID:GO:0044710	biological process	single-organism metabolic process	ND2	NADH dehydrogenase subunit 2
17747	1,316,179,387	ID:GO:0044710	biological process	single-organism metabolic process	TrnY	tRNA
330962	1,782,960,345	ID:GO:0044710	biological process	single-organism metabolic process	Ostb	organic solute transporter beta
21385	2,089,696,496	ID:GO:0044710	biological process	single-organism metabolic process	Tbx2	T-box 2
20845	1,366,339,431	ID:GO:0044710	biological process	single-organism metabolic process	Star	steroidogenic acute regulatory protein
102632	4,348,366,187	ID:GO:0044710	biological process	single-organism metabolic process	Acad11	acyl-Coenzyme A dehydrogenase family, member 11
71302	2,099,920,877	ID:GO:0044710	biological process	single-organism metabolic process	Arhgap26	Rho GTPase activating protein 26
109754	1,261,286,786	ID:GO:0044710	biological process	single-organism metabolic process	Cyb5r3	cytochrome b5 reductase 3
244667	1,619,367,353	ID:GO:0044710	biological process	single-organism metabolic process	Disc1	disrupted in schizophrenia 1
140781	2,781,466,061	ID:GO:0044710	biological process	single-organism metabolic process	Myh7	myosin, heavy polypeptide 7, cardiac muscle, beta
55936	0.953698571	ID:GO:0044710	biological process	single-organism metabolic process	Ctps2	cytidine 5'-triphosphate synthase 2
18186	2,038,577,768	ID:GO:0044710	biological process	single-organism metabolic process	Nrp1	neuropilin 1
13090	4,685,860,942	ID:GO:0044710	biological process	single-organism metabolic process	Cyp2b19	cytochrome P450, family 2, subfamily b, polypeptide 19
23939	3,067,495,429	ID:GO:0044710	biological process	single-organism metabolic process	Mapk7	mitogen-activated protein kinase 7
20624	1,322,104,653	ID:GO:0044710	biological process	single-organism metabolic process	Eftud2	elongation factor Tu GTP binding domain containing 2
72962	1,808,717,466	ID:GO:0044710	biological process	single-organism metabolic process	Tymp	thymidine phosphorylase
329165	1,437,718,227	ID:GO:0044710	biological process	single-organism metabolic process	Abi2	abl-interactor 2
67773	1,176,283,098	ID:GO:0044710	biological process	single-organism metabolic process	Kat8	K(lysine) acetyltransferase 8
19285	0.996779094	ID:GO:0044710	biological process	single-organism metabolic process	Ptrf	polymerase I and transcript release factor
227331	185,527,442	ID:GO:0044710	biological process	single-organism metabolic process	Gigyf2	GRB10 interacting GYF protein 2
16162	2,359,761,226	ID:GO:0044710	biological process	single-organism metabolic process	Il12rb2	interleukin 12 receptor, beta 2
16011	2,782,919,258	ID:GO:0044710	biological process	single-organism metabolic process	Igfbp5	insulin-like growth factor binding protein 5
17711	1,421,215,599	ID:GO:0044710	biological process	single-organism metabolic process	CYTB	cytochrome b
94214	2,541,306,753	ID:GO:0044710	biological process	single-organism metabolic process	Spock2	sparc/osteonectin, cwcv and kazal-like domains proteoglycan 2
67224	131,115,363	ID:GO:0044710	biological process	single-organism metabolic process	Med29	mediator complex subunit 29
21687	5,079,946,805	ID:GO:0044710	biological process	single-organism metabolic process	Tek	endothelial-specific receptor tyrosine kinase
14456	2,586,783,757	ID:GO:0044710	biological process	single-organism metabolic process	Gas6	growth arrest specific 6
16656	2,882,339,302	ID:GO:0044710	biological process	single-organism metabolic process	Hivep3	human immunodeficiency virus type I enhancer binding protein 3
76187	1,226,831,673	ID:GO:0044710	biological process	single-organism metabolic process	Adhfe1	alcohol dehydrogenase, iron containing, 1
242466	3,803,614,083	ID:GO:0044710	biological process	single-organism metabolic process	Zfp462	zinc finger protein 462
77627	559,149,392	ID:GO:0044710	biological process	single-organism metabolic process	Efcab6	EF-hand calcium binding domain 6
20388	1,808,513,694	ID:GO:0044710	biological process	single-organism metabolic process	Sftpb	surfactant associated protein B
101490	1,175,767,224	ID:GO:0044710	biological process	single-organism metabolic process	Inpp5f	inositol polyphosphate-5-phosphatase F
19263	2,443,134,105	ID:GO:0044710	biological process	single-organism metabolic process	Ptprb	protein tyrosine phosphatase, receptor type, B
53374	3,970,757,002	ID:GO:0044710	biological process	single-organism metabolic process	Chst3	carbohydrate (chondroitin 6/keratan) sulfotransferase 3
331046	0.803932397	ID:GO:0044710	biological process	single-organism metabolic process	Tgm4	transglutaminase 4 (prostate)
13819	2,158,184,848	ID:GO:0044710	biological process	single-organism metabolic process	Epas1	endothelial PAS domain protein 1
231724	0.994802539	ID:GO:0044710	biological process	single-organism metabolic process	Rad9b	RAD9 homolog B (S. cerevisiae)
22375	1,241,333,028	ID:GO:0044710	biological process	single-organism metabolic process	Wars	tryptophanyl-tRNA synthetase
14163	1,118,083,211	ID:GO:0044710	biological process	single-organism metabolic process	Fgd1	FYVE, RhoGEF and PH domain containing 1
20324	2,763,890,284	ID:GO:0044710	biological process	single-organism metabolic process	Sdpr	serum deprivation response
11668	2,657,706,455	ID:GO:0044710	biological process	single-organism metabolic process	Aldh1a1	aldehyde dehydrogenase family 1, subfamily A1
72198	1,581,016,503	ID:GO:0044710	biological process	single-organism metabolic process	Skiv2l2	superkiller viralicidic activity 2-like 2 (S. cerevisiae)
15410	1,447,896,788	ID:GO:0044710	biological process	single-organism metabolic process	Hoxb3	homeobox B3
74320	1,697,150,748	ID:GO:0044710	biological process	single-organism metabolic process	Wdr33	WD repeat domain 33
19646	1,864,266,772	ID:GO:0044710	biological process	single-organism metabolic process	Rbbp4	retinoblastoma binding protein 4
18028	2,350,736,402	ID:GO:0044710	biological process	single-organism metabolic process	Nfib	nuclear factor I/B
104776	1,569,343,363	ID:GO:0044710	biological process	single-organism metabolic process	Aldh6a1	aldehyde dehydrogenase family 6, subfamily A1
17268	2,090,509,995	ID:GO:0044710	biological process	single-organism metabolic process	Meis1	Meis homeobox 1
54384	0.936584743	ID:GO:0044710	biological process	single-organism metabolic process	Mtmr7	myotubularin related protein 7
66923	1,828,715,076	ID:GO:0044710	biological process	single-organism metabolic process	Pbrm1	polybromo 1
50793	1,556,447,146	ID:GO:0044710	biological process	single-organism metabolic process	Orc3	origin recognition complex, subunit 3
213550	1,429,563,276	ID:GO:0044710	biological process	single-organism metabolic process	Dis3l	DIS3 mitotic control homolog (S. cerevisiae)-like
272411	278,034,511	ID:GO:0044710	biological process	single-organism metabolic process	B3gnt6	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6 (core 3 synthase)
219249	1,809,079,114	ID:GO:0044710	biological process	single-organism metabolic process	Tdrd3	tudor domain containing 3
17726	1,525,008,064	ID:GO:0044710	biological process	single-organism metabolic process	TrnA	tRNA
20021	1,096,150,953	ID:GO:0044710	biological process	single-organism metabolic process	Polr2c	polymerase (RNA) II (DNA directed) polypeptide C
17740	132,199,751	ID:GO:0044710	biological process	single-organism metabolic process	TrnQ	tRNA
11479	2,647,531,931	ID:GO:0044710	biological process	single-organism metabolic process	Acvr1b	activin A receptor, type 1B
22287	2,493,816,497	ID:GO:0044710	biological process	single-organism metabolic process	Scgb1a1	secretoglobin, family 1A, member 1 (uteroglobin)
17846	100,380,864	ID:GO:0044710	biological process	single-organism metabolic process	Commd1	COMM domain containing 1
20585	285,619,663	ID:GO:0044710	biological process	single-organism metabolic process	Hltf	helicase-like transcription factor
16451	2,969,723,597	ID:GO:0044710	biological process	single-organism metabolic process	Jak1	Janus kinase 1
14360	1,248,398,419	ID:GO:0044710	biological process	single-organism metabolic process	Fyn	Fyn proto-oncogene
21386	2,517,748,289	ID:GO:0044710	biological process	single-organism metabolic process	Tbx3	T-box 3
21833	3,671,579,552	ID:GO:0044710	biological process	single-organism metabolic process	Thra	thyroid hormone receptor alpha
544696	0.944959097	ID:GO:0044710	biological process	single-organism metabolic process	D630037F22Rik	RIKEN cDNA D630037F22 gene
320795	1,093,870,601	ID:GO:0044710	biological process	single-organism metabolic process	Pkn1	protein kinase N1
114713	3,168,064,154	ID:GO:0044710	biological process	single-organism metabolic process	Rasa2	RAS p21 protein activator 2
76527	2,568,859,546	ID:GO:0044710	biological process	single-organism metabolic process	Il34	interleukin 34
231600	1,397,530,697	ID:GO:0044710	biological process	single-organism metabolic process	Chfr	checkpoint with forkhead and ring finger domains
218865	1,286,393,075	ID:GO:0044710	biological process	single-organism metabolic process	Chdh	choline dehydrogenase
100040843	1,049,735,147	ID:GO:0044710	biological process	single-organism metabolic process	Cyp4a32	cytochrome P450, family 4, subfamily a, polypeptide 32
14283	180,541,872	ID:GO:0044710	biological process	single-organism metabolic process	Fosl1	fos-like antigen 1
226548	2,473,704,277	ID:GO:0044710	biological process	single-organism metabolic process	Aph1a	anterior pharynx defective 1a homolog (C. elegans)
105245	1,792,456,167	ID:GO:0044710	biological process	single-organism metabolic process	Txndc5	thioredoxin domain containing 5
105245	1,792,456,167	ID:GO:0044710	biological process	single-organism metabolic process	Txndc5	thioredoxin domain containing 5
105245	1,792,456,167	ID:GO:0044710	biological process	single-organism metabolic process	Txndc5	thioredoxin domain containing 5
105245	1,792,456,167	ID:GO:0008152	biological process	metabolic process	Txndc5	thioredoxin domain containing 5
105245	1,792,456,167	ID:GO:0008152	biological process	metabolic process	Txndc5	thioredoxin domain containing 5
105245	1,792,456,167	ID:GO:0008152	biological process	metabolic process	Txndc5	thioredoxin domain containing 5
11556	4,050,244,191	ID:GO:0008152	biological process	metabolic process	Adrb3	adrenergic receptor, beta 3
107569	232,289,048	ID:GO:0008152	biological process	metabolic process	Nt5c3	5'-nucleotidase, cytosolic III
14359	102,394,434	ID:GO:0008152	biological process	metabolic process	Fxr1	fragile X mental retardation gene 1, autosomal homolog
71990	1,665,525,439	ID:GO:0008152	biological process	metabolic process	Ddx54	DEAD (Asp-Glu-Ala-Asp) box polypeptide 54
12339	127,534,153	ID:GO:0008152	biological process	metabolic process	Capn7	calpain 7
13831	1,395,490,676	ID:GO:0008152	biological process	metabolic process	Epc1	enhancer of polycomb homolog 1 (Drosophila)
23874	1,890,305,753	ID:GO:0008152	biological process	metabolic process	Farsb	phenylalanyl-tRNA synthetase, beta subunit
56490	1,327,302,404	ID:GO:0008152	biological process	metabolic process	Zbtb20	zinc finger and BTB domain containing 20
380698	3,489,953,788	ID:GO:0008152	biological process	metabolic process	Obscn	obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF
13058	1,371,679,206	ID:GO:0008152	biological process	metabolic process	Cybb	cytochrome b-245, beta polypeptide
14912	1,578,388,471	ID:GO:0008152	biological process	metabolic process	Nkx6-2	NK6 homeobox 2
68278	2,561,485,482	ID:GO:0008152	biological process	metabolic process	Ddx39	DEAD (Asp-Glu-Ala-Asp) box polypeptide 39
67014	1,419,599,167	ID:GO:0008152	biological process	metabolic process	Mina	myc induced nuclear antigen
101831	1,874,614,269	ID:GO:0008152	biological process	metabolic process	C230052I12Rik	RIKEN cDNA C230052I12 gene
77622	1,894,801,768	ID:GO:0008152	biological process	metabolic process	Apex2	apurinic/apyrimidinic endonuclease 2
22084	1,168,178,149	ID:GO:0008152	biological process	metabolic process	Tsc2	tuberous sclerosis 2
15369	1,165,544,616	ID:GO:0008152	biological process	metabolic process	Hmox2	heme oxygenase (decycling) 2
71361	1,496,846,481	ID:GO:0008152	biological process	metabolic process	Aifm2	apoptosis-inducing factor, mitochondrion-associated 2
66922	2,033,329,882	ID:GO:0008152	biological process	metabolic process	Rras2	related RAS viral (r-ras) oncogene homolog 2
12326	2,633,911,466	ID:GO:0008152	biological process	metabolic process	Camk4	calcium/calmodulin-dependent protein kinase IV
17722	1,484,682,344	ID:GO:0008152	biological process	metabolic process	ND6	NADH dehydrogenase subunit 6
67087	3,579,286,044	ID:GO:0008152	biological process	metabolic process	Ctnnbip1	catenin beta interacting protein 1
17716	127,829,756	ID:GO:0008152	biological process	metabolic process	ND1	NADH dehydrogenase subunit 1
13134	2,969,918,204	ID:GO:0008152	biological process	metabolic process	Dach1	dachshund 1 (Drosophila)
69188	0.780021913	ID:GO:0008152	biological process	metabolic process	Mll5	myeloid/lymphoid or mixed-lineage leukemia 5
17777	2,082,370,209	ID:GO:0008152	biological process	metabolic process	Mttp	microsomal triglyceride transfer protein
93757	2,667,658,197	ID:GO:0008152	biological process	metabolic process	Immp2l	IMP2 inner mitochondrial membrane peptidase-like (S. cerevisiae)
56632	2,258,033,379	ID:GO:0008152	biological process	metabolic process	Sphk2	sphingosine kinase 2
67155	1,683,068,752	ID:GO:0008152	biological process	metabolic process	Smarca2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2
234353	1,362,867,219	ID:GO:0008152	biological process	metabolic process	Psd3	pleckstrin and Sec7 domain containing 3
414758	1,106,868,913	ID:GO:0008152	biological process	metabolic process	Zfp826	zinc finger protein 826
12873	416,015,402	ID:GO:0008152	biological process	metabolic process	Cpa3	carboxypeptidase A3, mast cell
230972	207,890,838	ID:GO:0008152	biological process	metabolic process	Arhgef16	Rho guanine nucleotide exchange factor (GEF) 16
105193	1,805,350,273	ID:GO:0008152	biological process	metabolic process	Nhlrc1	NHL repeat containing 1
12168	1,714,574,077	ID:GO:0008152	biological process	metabolic process	Bmpr2	bone morphogenetic protein receptor, type II (serine/threonine kinase)
74116	1,825,947,047	ID:GO:0008152	biological process	metabolic process	Pi16	peptidase inhibitor 16
170767	3,737,911,669	ID:GO:0008152	biological process	metabolic process	Rfxap	regulatory factor X-associated protein
20742	1,376,124,664	ID:GO:0008152	biological process	metabolic process	Spnb2	spectrin beta 2
17729	3,035,290,556	ID:GO:0008152	biological process	metabolic process	TrnE	tRNA
27207	1,666,070,792	ID:GO:0008152	biological process	metabolic process	Rps11	ribosomal protein S11
56289	2,223,449,772	ID:GO:0008152	biological process	metabolic process	Rassf1	Ras association (RalGDS/AF-6) domain family member 1
270672	0.812916961	ID:GO:0008152	biological process	metabolic process	Map3k15	mitogen-activated protein kinase kinase kinase 15
67869	1,558,323,849	ID:GO:0008152	biological process	metabolic process	Paip2	polyadenylate-binding protein-interacting protein 2
217166	2,110,237,635	ID:GO:0008152	biological process	metabolic process	Nr1d1	nuclear receptor subfamily 1, group D, member 1
104570	1,336,971,658	ID:GO:0008152	biological process	metabolic process	Smek2	SMEK homolog 2, suppressor of mek1 (Dictyostelium)
11304	2,095,945,369	ID:GO:0008152	biological process	metabolic process	Abca4	ATP-binding cassette, sub-family A (ABC1), member 4
14732	2,170,911,933	ID:GO:0008152	biological process	metabolic process	Gpam	glycerol-3-phosphate acyltransferase, mitochondrial
101739	1,072,458,323	ID:GO:0008152	biological process	metabolic process	Psip1	PC4 and SFRS1 interacting protein 1
56532	2,192,505,213	ID:GO:0008152	biological process	metabolic process	Ripk3	receptor-interacting serine-threonine kinase 3
21743	7,413,304,004	ID:GO:0008152	biological process	metabolic process	Inmt	indolethylamine N-methyltransferase
70152	1,614,200,987	ID:GO:0008152	biological process	metabolic process	Mettl7a1	methyltransferase like 7A1
13056	216,000,957	ID:GO:0008152	biological process	metabolic process	Cyb561	cytochrome b-561
18554	1,552,263,117	ID:GO:0008152	biological process	metabolic process	Pcsk7	proprotein convertase subtilisin/kexin type 7
71375	1,127,878,354	ID:GO:0008152	biological process	metabolic process	Foxn3	forkhead box N3
232441	2,423,438,869	ID:GO:0008152	biological process	metabolic process	Rerg	RAS-like, estrogen-regulated, growth-inhibitor
20962	1,122,316,474	ID:GO:0008152	biological process	metabolic process	Sycp3	synaptonemal complex protein 3
19276	201,632,669	ID:GO:0008152	biological process	metabolic process	Ptprn2	protein tyrosine phosphatase, receptor type, N polypeptide 2
66108	2,880,433,777	ID:GO:0008152	biological process	metabolic process	Ndufa9	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 9
18627	2,106,136,473	ID:GO:0008152	biological process	metabolic process	Per2	period homolog 2 (Drosophila)
67426	2,374,518,287	ID:GO:0008152	biological process	metabolic process	Adck3	aarF domain containing kinase 3
75805	2,901,268,661	ID:GO:0008152	biological process	metabolic process	Nln	neurolysin (metallopeptidase M3 family)
232087	0.980110191	ID:GO:0008152	biological process	metabolic process	Mat2a	methionine adenosyltransferase II, alpha
13107	3,107,404,572	ID:GO:0008152	biological process	metabolic process	Cyp2f2	cytochrome P450, family 2, subfamily f, polypeptide 2
14164	329,415,587	ID:GO:0008152	biological process	metabolic process	Fgf1	fibroblast growth factor 1
16764	5,585,924,191	ID:GO:0008152	biological process	metabolic process	Aff3	AF4/FMR2 family, member 3
55981	132,793,433	ID:GO:0008152	biological process	metabolic process	Pigb	phosphatidylinositol glycan anchor biosynthesis, class B
59013	1,903,044,373	ID:GO:0008152	biological process	metabolic process	Hnrnph1	heterogeneous nuclear ribonucleoprotein H1
16467	3,264,758,362	ID:GO:0008152	biological process	metabolic process	Atcay	ataxia, cerebellar, Cayman type homolog (human)
74335	0.844540255	ID:GO:0008152	biological process	metabolic process	Xrcc3	X-ray repair complementing defective repair in Chinese hamster cells 3
20454	2,468,487,092	ID:GO:0008152	biological process	metabolic process	St3gal5	ST3 beta-galactoside alpha-2,3-sialyltransferase 5
12409	2,087,775,387	ID:GO:0008152	biological process	metabolic process	Cbr2	carbonyl reductase 2
56736	1,828,084,663	ID:GO:0008152	biological process	metabolic process	Rnf14	ring finger protein 14
20869	1,628,392,359	ID:GO:0008152	biological process	metabolic process	Stk11	serine/threonine kinase 11
20775	1,124,869,937	ID:GO:0008152	biological process	metabolic process	Sqle	squalene epoxidase
223255	1,048,179,666	ID:GO:0008152	biological process	metabolic process	Stk24	serine/threonine kinase 24
66449	1,128,306,676	ID:GO:0008152	biological process	metabolic process	Pam16	presequence translocase-asssociated motor 16 homolog (S. cerevisiae)
21665	2,498,303,291	ID:GO:0008152	biological process	metabolic process	Tdg	thymine DNA glycosylase
170721	0.993010572	ID:GO:0008152	biological process	metabolic process	Papln	papilin, proteoglycan-like sulfated glycoprotein
29857	2,626,811,794	ID:GO:0008152	biological process	metabolic process	Mapk12	mitogen-activated protein kinase 12
16881	1,781,742,522	ID:GO:0008152	biological process	metabolic process	Lig1	ligase I, DNA, ATP-dependent
76719	1,536,172,696	ID:GO:0008152	biological process	metabolic process	Kansl1	KAT8 regulatory NSL complex subunit 1
432442	2,818,873,509	ID:GO:0008152	biological process	metabolic process	Akap7	A kinase (PRKA) anchor protein 7
56695	0.712876297	ID:GO:0008152	biological process	metabolic process	Pnkd	paroxysmal nonkinesiogenic dyskinesia
